Quotes,Author,Political Orientation
"We have scored a direct STAB in those sons of bitches' hearts! We gotta 'er keep runnin' the knife in though folks, gotta keep runnin' it in there, not worrying if they're doing dodges just Raarrrgghh!. You want the fight!? You're getting it! YOU WANTED TO OVERRUN US, AND POISON US, AND TAKE OUR FAMILIES, AND KILL US!?!? YOOOOUUUU WILL DIE, NOT US! YOU ANTI-HUMAN CRAP!",Alex Jones,Right
THE AGE OF COWARDICE IS COMING TO AN END. THE AGE OF MEN WILL RETURN.,Alex Jones,Right
"I'm never a lesser of two evils person, but with Hillary, there's not even the same universe. She is an abject, psychopathic, demon from Hell that as soon as she gets into power is going to try to destroy the planet. I'm sure of that, and people around her say she's so dark now, and so evil, and so possessed that they are having nightmares, they're freaking out. Folks let me just tell you something, and if media wants to go with this, that's fine. There are dozens of videos and photos of Obama having flies land on him, indoors, at all times of year, and he'll be next to a hundred people and no one has flies on them. Hillary, reportedly, I mean, I was told by people around her that they think she's demon-possessed, okay? I'm just going to go ahead and say it, okay? They said that they're scared. That's why when I see her when kids are by her, I actually get scared myself, with a child -- with that big rubber face and that -- I mean this woman is dangerous, ladies and gentleman. I'm telling you, she is a demon. This is Biblical. She's going to launch a nuclear war. The Russians are scared of her.",Alex Jones,Right
"""She sleeps in the same room with that creepy weirdo woman, Huma Abedin who's mother wears a hood over her head and writes top articles in the world, promoting cutting women's genitals off what the hell? That woman, number ones ugly, and evil, but but imagine if your like ""Oh what does your mom do?"" ""Oh shes a top genital mutilation pusher, I'd be like Ewwww, get the hell away from me, yeah but Hillarys into like  creepy weird sick stuff man, just disgusting with flies all over her big fat stinking. Imagine how bad she smells, man? I'm told her and Obama, just stink, stink, stink, stink. You can't wash that evil off, man. Told there's a rotten smell around Hillary. I'm not kidding, people say, they say -- folks, I've been told this by high up folks. They say listen, Obama and Hillary both smell like sulfur. I never said this because the media will go crazy with it, but I've talked to people that are in protective details, they're scared of her. And they say listen, she's a frickin' demon and she stinks and so does Obama. I go, like what? Sulfur. They smell like Hell.",Alex Jones,Right
"The animated contest of liberty is waiting for you, but you’ve got to take it in your hands. You’ve got to have a will to accept the truth and buck the system and the group collective. Do that and you’ll earn your way to the next level. This is the info war.",Alex Jones,Right
"Aaaeeh aaah MURDER THE CHRISTIANS reeeeuhhhh DESTROY EVERYTHING just rughhh... I mean you know this drunk is bleeeugh but still stumbling forwards, MORE BLOOD loeooaoohh as she falls down, they go our God must be lifted back up guuagh aeeeeeghehhah MORE BLOOD OF THE INNOCENT hahahaha sell the baby parts, arrest the reporters that expose we're keeping babies alive, heat the hospitals with their bodies, have the Pepsi taste testing systems be based on fetal tissue ALL DEMONIC SYSTEMS, GENETICALLY ENGINEER ALL THE CROPS, OVERTHROW CREATION, MORE BLOOD, oaohhgahgh loeooogh. That's Hillary.",Alex Jones,Right
"A coup de grâce. a götterdämmerung battle. oh its a twilight of the gods alright, these would-be gods of the new world order. they're no gods at all. ragnarök.",Alex Jones,Right
"I came knocking on your door a million times, and you laughed at me. You've been in love with something else your whole life, and this is a love-affair. And so, I'm not gonna get in bed with you. Because you don't love the spirit of justice. You loved your father, the Devil. You loved death. More than life. So you go with your father forever. And that's hell - separation from god. You go.",Alex Jones,Right
"Sandy Hook is a synthetic completely fake with actors, in my view, manufactured. I couldn't believe it at first. I knew they had actors there, clearly, but I thought they killed some real kids. And it just shows how bold they are, that they clearly used actors.",Alex Jones,Right
"When I think about all the children Hillary Clinton has personally murdered and chopped up and raped, I have zero fear standing up against her. Yeah, you heard me right. Hillary Clinton has personally murdered children. I just can't hold back the truth anymore. Hillary Clinton is one of the most vicious serial killers the planet's ever seen.",Alex Jones,Right
"In fact, let me say this right now. Let me tell -- I’m not against gay people. OK. I love them, they’re great folks. But Schiff looks like the archetypal cocksucker with those little deer-in-the-headlight eyes and all his stuff. And there’s something about this fairy, hopping around, bossing everybody around, trying to intimidate people like me and you, I want to tell Congressman Schiff and all the rest of them, “Hey listen asshole, quit saying Roger and I” -- and I’ve never used cussing in 22 years but the gloves are off -- “listen you son of a bitch, what the fuck’s your problem? You want to sit here and say that I’m a goddamn, fucking Russian. You get in my face with that I’ll beat your goddamn ass, you son of a bitch. You piece of shit. You fucking goddamn fucker. Listen fuckhead, you have fucking crossed a line. Get that through your goddamn fucking head. Stop pushing your shit. You’re the people that have fucked this country over and gangraped the shit out of it and lost an election. So stop shooting your mouth off claiming I’m the enemy. You got that you goddamn son of a bitch? Fill your hand.” I’m sorry, but I’m done. You start calling me a foreign agent, those are fucking fighting words. Excuse me.",Alex Jones,Right
